,Departamento,Municipio,aguacate,arroz,cafe,cebollaC,papa
690,Tolima,Guamo,Exclusión legal,"Aptitud baja,Aptitud media,Exclusión legal",Exclusión legal,No apta,Exclusión legal
691,Tolima,Valle de San Juan,"Aptitud alta,Exclusión legal,No apta","Aptitud alta,Exclusión legal",Aptitud alta,Aptitud media,"No apta,Exclusión legal"
692,Cundinamarca,Arbeláez,Aptitud alta,Exclusión legal,No apta,"Exclusión legal,Aptitud baja",Aptitud alta
693,Valle del Cauca,Bugalagrande,Exclusión legal,Aptitud media,Aptitud alta,No apta,Exclusión legal
694,Tolima,Flandes,Exclusión legal,Exclusión legal,Exclusión legal,No apta,Exclusión legal
695,Valle del Cauca,Caicedonia,"Aptitud alta,Aptitud media","Aptitud baja,Exclusión legal",No apta,"Aptitud alta,Aptitud media",Exclusión legal
696,Quindío,Pijao,No apta,No apta,No apta,No apta,No apta
697,Cundinamarca,Nilo,"Aptitud media,No apta",Exclusión legal,Aptitud alta,No apta,Exclusión legal
698,Cundinamarca,Tibacuy,"Aptitud media,No apta",No apta,Aptitud alta,Aptitud media,No apta
699,Valle del Cauca,Zarzal,Exclusión legal,Exclusión legal,No apta,Aptitud alta,Exclusión legal
700,Cundinamarca,Fusagasugá,No apta,Exclusión legal,"Aptitud alta,Aptitud media",No apta,"No apta,Exclusión legal"
701,Cundinamarca,Agua de Dios,"Exclusión legal,No apta","Exclusión legal,No apta","No apta,Exclusión legal",Aptitud media,"No apta,Exclusión legal"
702,Quindío,La Tebaida,Exclusión legal,"Aptitud media,Aptitud baja,Exclusión legal","Aptitud baja,Exclusión legal",No apta,Exclusión legal
703,Cundinamarca,Silvania,No apta,No apta,No apta,"Aptitud baja,Exclusión legal",Aptitud alta
704,Tolima,Coello,Exclusión legal,Exclusión legal,Exclusión legal,Aptitud alta,Exclusión legal
705,Cundinamarca,Viotá,Aptitud media,Exclusión legal,Aptitud alta,Aptitud alta,"Aptitud media,No apta"
706,Cundinamarca,Granada,"Aptitud media,Exclusión legal",Exclusión legal,"Aptitud baja,Exclusión legal","Exclusión legal,Aptitud baja","Aptitud baja,No apta"
707,Meta,Granada,Exclusión legal,No apta,Exclusión legal,Aptitud media,Exclusión legal
708,Antioquia,Granada,No apta,Exclusión legal,No apta,"No apta,Aptitud alta,Exclusión legal",Exclusión legal
709,Valle del Cauca,La Victoria,Exclusión legal,Exclusión legal,No apta,"Exclusión legal,Aptitud media",Exclusión legal
710,Boyacá,La Victoria,"Aptitud media,Exclusión legal","Exclusión legal,No apta",Aptitud alta,"No apta,Aptitud alta,Exclusión legal","Exclusión legal,No apta"
711,Cundinamarca,Guataquí,Exclusión legal,Exclusión legal,Exclusión legal,Aptitud alta,Exclusión legal
712,Tolima,Piedras,Exclusión legal,Aptitud media,Exclusión legal,Aptitud alta,Exclusión legal
713,Cundinamarca,Apulo,Exclusión legal,Exclusión legal,Aptitud alta,Aptitud alta,Exclusión legal
714,Vaupés,Mitú,No apta,Aptitud baja,Exclusión legal,Aptitud baja,No apta
715,Amazonas,La Chorrera,Exclusión legal,Aptitud baja,Exclusión legal,Aptitud baja,Exclusión legal
716,Amazonas,Santander (Araracuara),No apta,Aptitud baja,No apta,No apta,No apta
717,Vaupés,Yavaraté (Corr. Departamental),No apta,"No apta,Aptitud baja",Exclusión legal,No apta,No apta
718,Vaupés,Papunaua (Corr. Departamental),No apta,No apta,No apta,No apta,No apta
719,Guaviare,Calamar,No apta,Aptitud baja,No apta,No apta,No apta
720,Bolívar,Calamar,Exclusión legal,Exclusión legal,Exclusión legal,No apta,Exclusión legal
721,Guainía,Paná Paná (Campo Alegre),No apta,No apta,No apta,No apta,No apta
722,Chocó,Unión Panamericana (Las Ánimas),Exclusión legal,"Aptitud baja,Aptitud media",Exclusión legal,Exclusión legal,Exclusión legal
723,Cundinamarca,Gutiérrez,Aptitud media,Exclusión legal,No apta,Aptitud baja,"Aptitud baja,Aptitud alta"
724,Meta,El Calvario,Aptitud media,Exclusión legal,No apta,Aptitud alta,Aptitud baja
725,Meta,Mapiripán,Exclusión legal,Aptitud baja,Exclusión legal,Aptitud media,Exclusión legal
726,Meta,Puerto Lleras,Exclusión legal,Aptitud baja,Exclusión legal,Aptitud media,Exclusión legal
727,Meta,Fuente de Oro,Exclusión legal,No apta,Exclusión legal,"Aptitud baja,Exclusión legal",Exclusión legal
728,Santander,Los Santos,No apta,Exclusión legal,"Aptitud baja,Exclusión legal",Aptitud media,Exclusión legal
729,Guainía,Barranco Mina,No apta,No apta,No apta,No apta,No apta
730,Guainía,Cacahual,No apta,No apta,Exclusión legal,"No apta,Exclusión legal",No apta
731,Meta,Castilla la Nueva,Exclusión legal,No apta,Exclusión legal,Aptitud alta,Exclusión legal
732,Cundinamarca,Cáqueza,No apta,Exclusión legal,Aptitud alta,No apta,"Aptitud baja,No apta"
733,Meta,San Carlos de Guaroa,Exclusión legal,No apta,Exclusión legal,Aptitud media,Exclusión legal
734,Cundinamarca,Ubaque,"No apta,Aptitud alta",Exclusión legal,"Aptitud media,No apta","Exclusión legal,Aptitud baja","Aptitud alta,Aptitud media"
735,Risaralda,Mistrató,No apta,No apta,No apta,No apta,No apta
736,Chocó,Cértegui,Exclusión legal,Exclusión legal,Exclusión legal,Exclusión legal,Exclusión legal
737,Cundinamarca,Guayabetal,Aptitud media,Exclusión legal,Aptitud alta,Aptitud baja,"Exclusión legal,No apta"
738,Cundinamarca,Fosca,Aptitud alta,Exclusión legal,Aptitud alta,"No apta,Exclusión legal",Aptitud alta
739,Cundinamarca,Facatativá,"Exclusión legal,No apta",Exclusión legal,Exclusión legal,No apta,No apta
740,Cundinamarca,Quetame,"Aptitud alta,No apta,Exclusión legal",Exclusión legal,No apta,Aptitud media,Aptitud media
741,Meta,Cumaral,"Exclusión legal,No apta",No apta,"Aptitud baja,Aptitud media",No apta,"No apta,Exclusión legal"
742,Chocó,Medio Baudó (Boca de Pepe),No apta,"Aptitud baja,Exclusión legal",No apta,No apta,No apta
743,Cundinamarca,Chipaque,"Aptitud alta,Exclusión legal",Exclusión legal,Exclusión legal,No apta,No apta
744,Chocó,Nóvita,Exclusión legal,"No apta,Aptitud baja",Exclusión legal,Exclusión legal,Exclusión legal
745,Caldas,Belalcázar,"Aptitud alta,Aptitud media",No apta,No apta,"Aptitud media,Exclusión legal",Exclusión legal
746,Chocó,Río Iró,Exclusión legal,"Exclusión legal,No apta,Aptitud media",Exclusión legal,Exclusión legal,Exclusión legal
747,Chocó,Condoto,Exclusión legal,"Aptitud baja,Aptitud media",Exclusión legal,Exclusión legal,Exclusión legal
748,Antioquia,Sopetrán,Aptitud media,Aptitud media,Aptitud alta,Aptitud media,"Aptitud baja,Aptitud alta"
749,Chocó,El Cantón del San Pablo (Managrú),No apta,No apta,No apta,No apta,No apta
750,Chocó,Medio Atrato (Beté),Exclusión legal,Exclusión legal,Exclusión legal,Exclusión legal,Exclusión legal
751,Valle del Cauca,Alcalá,"Exclusión legal,No apta",Aptitud baja,No apta,No apta,Exclusión legal
752,Risaralda,La Virginia,Exclusión legal,No apta,"Aptitud media,Exclusión legal","Exclusión legal,Aptitud media,Aptitud alta",Exclusión legal
753,Cundinamarca,Bituima,"Aptitud media,Exclusión legal","Exclusión legal,No apta",Aptitud alta,No apta,Exclusión legal
754,Boyacá,Macanal,Aptitud baja,Exclusión legal,No apta,No apta,Aptitud media
755,Antioquia,Heliconia,Aptitud media,Exclusión legal,Aptitud alta,"Aptitud baja,Aptitud alta",Exclusión legal
756,Caldas,San José,No apta,"Aptitud alta,No apta",No apta,"Aptitud baja,Exclusión legal",Exclusión legal
757,Santander,Oiba,No apta,Exclusión legal,Aptitud alta,No apta,Exclusión legal
758,Santander,La Belleza,No apta,No apta,No apta,No apta,No apta
759,Tolima,Anzoátegui,"No apta,Aptitud media",Exclusión legal,No apta,No apta,No apta
760,Risaralda,Apía,"Aptitud alta,Exclusión legal",Exclusión legal,No apta,Aptitud baja,Exclusión legal
761,Cundinamarca,Suesca,Exclusión legal,Exclusión legal,Exclusión legal,No apta,No apta
762,Risaralda,Quinchía,"Aptitud alta,Exclusión legal",Exclusión legal,No apta,No apta,Exclusión legal
763,Caldas,Filadelfia,"Aptitud alta,No apta","Aptitud baja,Aptitud alta,No apta",Aptitud alta,"Exclusión legal,Aptitud alta",Exclusión legal
764,Caldas,Marmato,"Aptitud media,Aptitud baja",Exclusión legal,No apta,No apta,Exclusión legal
765,Cundinamarca,Chocontá,Exclusión legal,Exclusión legal,Exclusión legal,No apta,No apta
766,Caldas,Pácora,No apta,Exclusión legal,No apta,Aptitud media,Exclusión legal
767,Sucre,Sampués,Exclusión legal,Exclusión legal,Exclusión legal,"Aptitud alta,Aptitud baja",Exclusión legal
768,Cundinamarca,Villeta,Aptitud media,Exclusión legal,Aptitud alta,Aptitud media,Exclusión legal
769,Cundinamarca,Albán,"Aptitud media,No apta",Exclusión legal,"Aptitud alta,Exclusión legal",Aptitud media,Aptitud alta
770,Cundinamarca,Vergara,"Aptitud baja,No apta","Aptitud baja,No apta",No apta,No apta,Aptitud media
771,Tolima,Fresno,No apta,Exclusión legal,Aptitud alta,Aptitud media,Exclusión legal
772,Santander,Charta,"Aptitud baja,Exclusión legal",Exclusión legal,Aptitud alta,Aptitud media,No apta
773,Tolima,Mariquita,Exclusión legal,No apta,Aptitud alta,No apta,Exclusión legal
774,Tolima,Honda,"Exclusión legal,No apta",Aptitud media,No apta,Aptitud alta,"No apta,Exclusión legal"
775,Tolima,Ambalema,Exclusión legal,Exclusión legal,Exclusión legal,Aptitud media,Exclusión legal
776,Tolima,Lérida,Exclusión legal,Exclusión legal,Aptitud alta,Aptitud media,Exclusión legal
777,Cundinamarca,San Juan de Rioseco,Aptitud media,Exclusión legal,No apta,Aptitud alta,Exclusión legal
778,Cundinamarca,Chaguaní,Aptitud alta,"Exclusión legal,No apta",Aptitud alta,Aptitud media,"No apta,Exclusión legal"
779,Cundinamarca,Topaipí,"Aptitud baja,No apta",Exclusión legal,No apta,No apta,Exclusión legal
780,Cundinamarca,Quebradanegra,"Aptitud media,No apta","Aptitud baja,No apta",Aptitud alta,"Exclusión legal,Aptitud alta",Exclusión legal
781,Cesar,Agustín Codazzi,No apta,No apta,Aptitud alta,No apta,No apta
782,Cundinamarca,Nocaima,"No apta,Aptitud media,Aptitud alta","Exclusión legal,No apta",No apta,"Aptitud baja,Exclusión legal",Exclusión legal
783,Cundinamarca,El Peñón,"No apta,Exclusión legal","Exclusión legal,No apta,Aptitud media",No apta,Aptitud media,Exclusión legal
784,Santander,El Peñón,"Aptitud media,Aptitud alta",Exclusión legal,No apta,Aptitud baja,Exclusión legal
785,Bolívar,El Peñón,"Exclusión legal,No apta",No apta,Exclusión legal,"Aptitud media,Exclusión legal","No apta,Exclusión legal"
786,Tolima,Armero (Guayabal),Exclusión legal,No apta,Aptitud alta,Aptitud media,Exclusión legal
787,Cundinamarca,Nimaima,"Aptitud baja,Exclusión legal",Exclusión legal,No apta,Aptitud media,Exclusión legal
788,Cundinamarca,La Peña,"Aptitud baja,Exclusión legal",Exclusión legal,No apta,Aptitud alta,Exclusión legal
789,Caldas,Victoria,Exclusión legal,Aptitud media,Aptitud alta,"No apta,Exclusión legal",Exclusión legal
790,Cundinamarca,Útica,"Exclusión legal,No apta",Aptitud baja,"Aptitud alta,Exclusión legal","Aptitud baja,Exclusión legal","No apta,Exclusión legal"
791,Quindío,Salento,No apta,Exclusión legal,No apta,No apta,Exclusión legal
792,Cundinamarca,Gama,"Aptitud baja,Exclusión legal","No apta,Exclusión legal",No apta,No apta,"Aptitud alta,Exclusión legal"
793,Cundinamarca,Caparrapí,"Aptitud media,No apta",Aptitud baja,No apta,Aptitud media,Exclusión legal
794,Sucre,Guaranda,Exclusión legal,Aptitud media,Exclusión legal,Exclusión legal,Exclusión legal
795,Caldas,Norcasia,Exclusión legal,"No apta,Aptitud media,Aptitud alta,Exclusión legal","No apta,Aptitud media",Aptitud alta,Exclusión legal
796,Caldas,La Dorada,Exclusión legal,No apta,Exclusión legal,Aptitud media,Exclusión legal
797,Antioquia,Montebello,No apta,"Aptitud media,Exclusión legal",Aptitud alta,"No apta,Aptitud media",Exclusión legal
798,Cundinamarca,Puerto Salgar,Exclusión legal,Aptitud baja,Exclusión legal,No apta,Exclusión legal
799,Antioquia,Tarso,"Aptitud alta,No apta","Aptitud media,No apta,Aptitud baja,Aptitud alta,Exclusión legal",Aptitud alta,No apta,"No apta,Exclusión legal"
800,Antioquia,Zaragoza,Exclusión legal,No apta,Exclusión legal,Exclusión legal,Exclusión legal
801,Cundinamarca,Yacopí,"No apta,Exclusión legal",Aptitud baja,No apta,No apta,Exclusión legal
802,Antioquia,Amagá,"Aptitud baja,Exclusión legal",Exclusión legal,No apta,No apta,Exclusión legal
803,Antioquia,Titiribí,"Aptitud baja,Exclusión legal",Exclusión legal,No apta,"No apta,Aptitud media",Exclusión legal
804,Antioquia,Concordia,"Exclusión legal,Aptitud alta","Aptitud alta,No apta",No apta,No apta,"Aptitud media,No apta"
805,Magdalena,Concordia,Exclusión legal,Exclusión legal,Exclusión legal,"Aptitud media,Exclusión legal",Exclusión legal
806,Antioquia,Envigado,No apta,Exclusión legal,No apta,"Aptitud alta,Aptitud media",Exclusión legal
807,Cundinamarca,Gachalá,Aptitud media,Exclusión legal,No apta,Aptitud media,"Aptitud baja,Aptitud media"
808,Antioquia,Itagüí,No apta,No apta,No apta,No apta,No apta
809,Antioquia,Sabaneta,No apta,No apta,"Aptitud baja,Aptitud media,Exclusión legal",No apta,"Aptitud media,Exclusión legal"
810,Antioquia,Anorí,"Exclusión legal,Aptitud media","No apta,Aptitud media,Exclusión legal",No apta,"Aptitud baja,Exclusión legal",Exclusión legal
811,Santander,Ocamonte,"Exclusión legal,No apta",Exclusión legal,No apta,Aptitud media,Exclusión legal
812,Boyacá,Pajarito,Aptitud baja,Exclusión legal,Aptitud alta,Aptitud baja,Exclusión legal
813,Cundinamarca,Tocancipá,Exclusión legal,Exclusión legal,Exclusión legal,"Exclusión legal,Aptitud media",No apta
814,Santander,Mogotes,Aptitud baja,Exclusión legal,Aptitud alta,Aptitud baja,"No apta,Aptitud media"
815,Boyacá,Viracachá,"Aptitud media,Exclusión legal",Exclusión legal,Exclusión legal,Aptitud alta,"Aptitud media,Exclusión legal"
816,Cundinamarca,Simijaca,Aptitud media,Exclusión legal,"No apta,Exclusión legal",No apta,No apta
817,Antioquia,Valdivia,Exclusión legal,"Aptitud baja,Aptitud media",No apta,Exclusión legal,Exclusión legal
818,Boyacá,Santana,"No apta,Aptitud baja","Exclusión legal,No apta",Aptitud alta,No apta,"Exclusión legal,No apta"
819,Norte de Santander,Bucarasica,"Aptitud media,Aptitud alta",Exclusión legal,Aptitud alta,Aptitud baja,"No apta,Aptitud media"
820,Cesar,La Jagua de Ibirico,No apta,No apta,Aptitud alta,No apta,No apta
821,Boyacá,Ráquira,"Aptitud alta,No apta",Exclusión legal,Exclusión legal,"Aptitud alta,Aptitud media",Aptitud alta
822,Antioquia,Olaya,"Aptitud alta,No apta","Exclusión legal,Aptitud baja","Aptitud baja,Aptitud media",No apta,"No apta,Aptitud media"
823,Sucre,Caimito,Exclusión legal,Exclusión legal,Exclusión legal,Aptitud alta,Exclusión legal
824,Magdalena,Chibolo,Exclusión legal,No apta,Exclusión legal,"Aptitud baja,Aptitud media",Exclusión legal
825,Cundinamarca,Fómeque,"Aptitud media,Aptitud alta","Exclusión legal,No apta",Exclusión legal,No apta,No apta
826,Cundinamarca,Bojacá,"No apta,Aptitud media",Exclusión legal,"Aptitud media,Exclusión legal","Aptitud baja,Exclusión legal",No apta
827,Antioquia,Puerto Nare,Exclusión legal,No apta,Exclusión legal,No apta,Exclusión legal
828,Cundinamarca,Tenjo,Exclusión legal,Exclusión legal,Exclusión legal,Aptitud alta,"Aptitud media,Exclusión legal"
829,Antioquia,Puerto Triunfo,Exclusión legal,No apta,Exclusión legal,No apta,Exclusión legal
830,Antioquia,Carepa,Exclusión legal,No apta,Exclusión legal,"Aptitud alta,Exclusión legal",Exclusión legal
831,Antioquia,Cisneros,No apta,No apta,No apta,No apta,No apta
832,Antioquia,Maceo,Exclusión legal,Aptitud media,Aptitud alta,Aptitud media,Exclusión legal
833,Antioquia,San Pedro de Urabá,"Exclusión legal,No apta","Aptitud baja,Aptitud media",Exclusión legal,Aptitud media,"No apta,Exclusión legal"
834,Antioquia,Puerto Berrío,Exclusión legal,No apta,Exclusión legal,No apta,Exclusión legal
835,Antioquia,Yalí,Exclusión legal,"Aptitud media,Aptitud alta",Aptitud alta,No apta,Exclusión legal
836,Antioquia,Chigorodó,Exclusión legal,No apta,Exclusión legal,Exclusión legal,Exclusión legal
837,Antioquia,Cáceres,Exclusión legal,No apta,Exclusión legal,Aptitud baja,Exclusión legal
838,Sucre,Los Palmitos,Exclusión legal,Exclusión legal,Exclusión legal,"Exclusión legal,Aptitud baja",Exclusión legal
839,Antioquia,Caucasia,Exclusión legal,No apta,Exclusión legal,Aptitud baja,Exclusión legal
840,Antioquia,Tarazá,Exclusión legal,"Aptitud alta,Exclusión legal",Exclusión legal,Exclusión legal,Exclusión legal
841,Cundinamarca,Tabio,Exclusión legal,Exclusión legal,Exclusión legal,No apta,"Aptitud alta,Exclusión legal"
842,Córdoba,San José de Uré,Exclusión legal,Aptitud baja,Exclusión legal,No apta,Exclusión legal
843,Magdalena,Plato,Exclusión legal,Aptitud baja,Exclusión legal,Aptitud baja,Exclusión legal
844,Bolívar,San Jacinto del Cauca,No apta,Aptitud baja,No apta,No apta,No apta
845,Córdoba,La Apartada,Exclusión legal,Aptitud baja,Exclusión legal,Aptitud media,Exclusión legal
846,Córdoba,Ayapel,Exclusión legal,No apta,Exclusión legal,No apta,Exclusión legal
847,Córdoba,Planeta Rica,Exclusión legal,No apta,Exclusión legal,No apta,Exclusión legal
848,Córdoba,Pueblo Nuevo,Exclusión legal,Aptitud baja,Exclusión legal,Aptitud baja,Exclusión legal
849,Boyacá,Sutatenza,"Aptitud media,Aptitud alta","Exclusión legal,No apta",Aptitud alta,"No apta,Aptitud media,Exclusión legal","Aptitud alta,No apta,Exclusión legal"
850,Sucre,San Marcos,Exclusión legal,No apta,Exclusión legal,No apta,Exclusión legal
851,Sucre,Majagual,Exclusión legal,Aptitud media,Exclusión legal,Exclusión legal,Exclusión legal
852,Bolívar,Achí,Exclusión legal,Aptitud baja,Exclusión legal,Exclusión legal,Exclusión legal
853,Córdoba,Ciénaga de Oro,Exclusión legal,Exclusión legal,Exclusión legal,No apta,Exclusión legal
854,Santander,San Gil,"No apta,Aptitud baja","No apta,Exclusión legal",No apta,No apta,"No apta,Exclusión legal"
855,Sucre,Galeras,Exclusión legal,Exclusión legal,Exclusión legal,Aptitud media,Exclusión legal
856,Córdoba,San Pelayo,Exclusión legal,"No apta,Aptitud media",Exclusión legal,No apta,Exclusión legal
857,Bolívar,Pinillos,Exclusión legal,"No apta,Aptitud media",Exclusión legal,Exclusión legal,Exclusión legal
858,Córdoba,San Andrés de Sotavento,Exclusión legal,Exclusión legal,Exclusión legal,No apta,Exclusión legal
859,Córdoba,Cotorra,Exclusión legal,Exclusión legal,Exclusión legal,No apta,Exclusión legal
860,Boyacá,Mongua,No apta,No apta,No apta,No apta,No apta
861,Sucre,El Roble,Exclusión legal,Exclusión legal,Exclusión legal,No apta,Exclusión legal
862,Bolívar,San Fernando,Exclusión legal,No apta,Exclusión legal,"Aptitud baja,Exclusión legal",Exclusión legal
863,Sucre,Ovejas,Exclusión legal,Exclusión legal,Exclusión legal,Aptitud media,Exclusión legal
864,Córdoba,Tuchín,Exclusión legal,Exclusión legal,Exclusión legal,No apta,Exclusión legal
865,Sucre,Morroa,Exclusión legal,Exclusión legal,Exclusión legal,No apta,Exclusión legal
866,San Andrés Providencia y Santa Catalina,San Andres y  Providencia (Santa Isabel),No apta,No apta,No apta,No apta,No apta
867,Sucre,Coveñas,No apta,No apta,No apta,"Exclusión legal,Aptitud alta",No apta
868,Casanare,Monterrey,"Aptitud media,Aptitud baja,No apta",No apta,Aptitud alta,Aptitud alta,Exclusión legal
869,Sucre,Chalán,Exclusión legal,Exclusión legal,Exclusión legal,No apta,Exclusión legal
870,Magdalena,Santa Bárbara de Pinto,Exclusión legal,No apta,Exclusión legal,Aptitud baja,Exclusión legal
871,Bolívar,El Carmen de Bolívar,Exclusión legal,Exclusión legal,No apta,Aptitud baja,Exclusión legal
872,Bolívar,San Jacinto,Exclusión legal,Exclusión legal,Exclusión legal,Aptitud media,Exclusión legal
873,Magdalena,Tenerife,Exclusión legal,No apta,Exclusión legal,"No apta,Aptitud media",Exclusión legal
874,Antioquia,Yolombó,"No apta,Aptitud alta",Aptitud media,No apta,Aptitud media,Exclusión legal
875,Boyacá,San Luis de Gaceno,Exclusión legal,Aptitud alta,No apta,Exclusión legal,Exclusión legal
876,Bolívar,Mahates,Exclusión legal,"Aptitud baja,No apta,Aptitud media",Exclusión legal,"Aptitud media,Aptitud baja",Exclusión legal
877,Bolívar,El Guamo,Exclusión legal,Exclusión legal,Exclusión legal,No apta,Exclusión legal
878,Atlántico,Suan,Exclusión legal,Exclusión legal,Exclusión legal,"Exclusión legal,No apta",Exclusión legal
879,Norte de Santander,Cucutilla,"No apta,Aptitud alta",Exclusión legal,Aptitud alta,Aptitud alta,Exclusión legal
880,Magdalena,Pedraza,Exclusión legal,Exclusión legal,Exclusión legal,Aptitud baja,Exclusión legal
881,Bolívar,Turbaná,No apta,No apta,No apta,No apta,No apta
882,Bolívar,Arroyohondo,Exclusión legal,Exclusión legal,Exclusión legal,"Aptitud alta,Aptitud baja",Exclusión legal
883,Magdalena,Cerro de San Antonio,Exclusión legal,Exclusión legal,Exclusión legal,"Aptitud baja,Aptitud alta",Exclusión legal
884,Bolívar,Turbaco,Exclusión legal,Exclusión legal,No apta,No apta,Exclusión legal
885,Magdalena,El Piñón,Exclusión legal,Exclusión legal,Exclusión legal,No apta,Exclusión legal
886,Bolívar,San Estanislao,Exclusión legal,Exclusión legal,No apta,Aptitud media,Exclusión legal
887,Atlántico,Santa Lucía,Exclusión legal,Exclusión legal,No apta,No apta,Exclusión legal
888,Bolívar,San Cristóbal,Exclusión legal,Exclusión legal,Exclusión legal,No apta,Exclusión legal
889,Atlántico,Campo de la Cruz,Exclusión legal,Exclusión legal,Exclusión legal,Aptitud media,Exclusión legal
890,Atlántico,Manatí,Exclusión legal,Exclusión legal,Exclusión legal,Aptitud media,Exclusión legal
891,Norte de Santander,Chinácota,"No apta,Aptitud baja","No apta,Exclusión legal",Aptitud alta,Aptitud media,No apta
892,Atlántico,Santo Tomás,Exclusión legal,Exclusión legal,Exclusión legal,No apta,Exclusión legal
893,Atlántico,Luruaco,Exclusión legal,Exclusión legal,Exclusión legal,No apta,Exclusión legal
894,Atlántico,Palmar de Varela,Exclusión legal,Exclusión legal,Exclusión legal,Aptitud baja,Exclusión legal
895,Cundinamarca,Ubaté,"Aptitud media,No apta",Exclusión legal,Exclusión legal,Aptitud media,No apta
896,Atlántico,Polonuevo,Exclusión legal,Exclusión legal,No apta,"Aptitud media,Aptitud baja",Exclusión legal
897,Atlántico,Piojó,No apta,Exclusión legal,Exclusión legal,No apta,No apta
898,Atlántico,Baranoa,"Exclusión legal,No apta","No apta,Exclusión legal",No apta,No apta,"No apta,Exclusión legal"
899,Atlántico,Galapa,Exclusión legal,Exclusión legal,No apta,No apta,Exclusión legal
900,Magdalena,Sitionuevo,No apta,No apta,No apta,No apta,No apta
901,Cundinamarca,Chía,"Aptitud alta,Aptitud media,Aptitud baja","No apta,Exclusión legal",No apta,No apta,No apta
902,Boyacá,Chivor,No apta,No apta,No apta,No apta,"Exclusión legal,Aptitud media"
903,Cundinamarca,Sopó,"Aptitud media,No apta",Exclusión legal,Exclusión legal,No apta,No apta
904,Casanare,Chámeza,"No apta,Exclusión legal",No apta,No apta,"No apta,Aptitud media",Exclusión legal
905,Norte de Santander,Gramalote,No apta,"No apta,Exclusión legal",Aptitud alta,No apta,No apta
906,Cundinamarca,Cajicá,Exclusión legal,Exclusión legal,No apta,No apta,No apta
907,Boyacá,Somondoco,"Aptitud media,Aptitud alta","Exclusión legal,No apta",Aptitud alta,Aptitud media,"Aptitud alta,Aptitud baja,Exclusión legal"
908,Magdalena,San Sebastián de Buenavista,Exclusión legal,"Aptitud baja,Exclusión legal",Exclusión legal,Aptitud media,Exclusión legal
909,Boyacá,Guateque,No apta,"Exclusión legal,No apta",Aptitud alta,"Aptitud baja,Exclusión legal","Exclusión legal,Aptitud media,No apta"
910,Cundinamarca,Gachancipá,Exclusión legal,Exclusión legal,Exclusión legal,No apta,"Exclusión legal,Aptitud baja"
911,Casanare,Recetor,Aptitud media,"Aptitud alta,No apta",No apta,"No apta,Aptitud alta",Exclusión legal
912,Cundinamarca,Zipaquirá,Exclusión legal,Exclusión legal,Exclusión legal,No apta,No apta
913,Cundinamarca,Madrid,Exclusión legal,Exclusión legal,Exclusión legal,No apta,No apta
914,Boyacá,Páez,Aptitud baja,Exclusión legal,Aptitud alta,Aptitud media,Exclusión legal
915,Santander,San Joaquín,"Aptitud alta,Exclusión legal",Exclusión legal,No apta,Aptitud baja,Aptitud media
916,Boyacá,Pachavita,"Aptitud baja,Aptitud alta",Exclusión legal,"Aptitud media,Aptitud baja","Exclusión legal,Aptitud alta","Aptitud media,Exclusión legal"
917,Boyacá,Chinavita,No apta,No apta,Aptitud alta,No apta,No apta
918,Cesar,Aguachica,Exclusión legal,Aptitud media,Aptitud alta,Aptitud media,Exclusión legal
919,Boyacá,Berbeo,"Aptitud baja,Exclusión legal",Exclusión legal,Aptitud alta,"Aptitud media,Exclusión legal",Exclusión legal
920,Cundinamarca,Cucunubá,"Aptitud media,Exclusión legal",Exclusión legal,Exclusión legal,No apta,No apta
921,Cundinamarca,Sutatausa,"No apta,Exclusión legal",Exclusión legal,Exclusión legal,Aptitud media,"No apta,Aptitud alta"
922,Cundinamarca,Villapinzón,"Aptitud media,No apta",Exclusión legal,Exclusión legal,No apta,No apta
923,Boyacá,Turmequé,Aptitud alta,Exclusión legal,Exclusión legal,Aptitud media,"Aptitud media,Aptitud alta"
924,Casanare,Aguazul,"Exclusión legal,No apta","Aptitud baja,Exclusión legal",No apta,"No apta,Aptitud baja",Exclusión legal
925,Boyacá,Pisba,Aptitud baja,Exclusión legal,Aptitud alta,Aptitud baja,Exclusión legal
926,Santander,Cepitá,"Exclusión legal,No apta","Exclusión legal,No apta",Aptitud alta,"Aptitud baja,Aptitud media,No apta","Exclusión legal,No apta"
927,Santander,Hato,Aptitud media,Exclusión legal,Aptitud alta,Aptitud media,Exclusión legal
928,Cundinamarca,Lenguazaque,No apta,Exclusión legal,Exclusión legal,No apta,No apta
929,Boyacá,Sutamarchán,"Aptitud alta,Aptitud baja,No apta",Exclusión legal,"No apta,Exclusión legal",No apta,"Exclusión legal,Aptitud baja"
930,Boyacá,Jenesano,No apta,No apta,"Aptitud alta,Aptitud media","Aptitud baja,Exclusión legal",No apta
931,Boyacá,Chiquinquirá,No apta,Exclusión legal,No apta,No apta,No apta
932,Norte de Santander,Cácota,"Aptitud alta,Exclusión legal",Exclusión legal,No apta,No apta,No apta
933,Boyacá,Ciénega,"Aptitud media,Aptitud alta",No apta,Exclusión legal,No apta,"Aptitud alta,Exclusión legal"
934,Cundinamarca,Guachetá,Exclusión legal,Exclusión legal,Exclusión legal,No apta,"Aptitud media,Exclusión legal"
935,Cundinamarca,Fúquene,Exclusión legal,Exclusión legal,Exclusión legal,"No apta,Exclusión legal,Aptitud alta",No apta
936,Boyacá,Tinjacá,"Aptitud alta,Exclusión legal",Exclusión legal,Exclusión legal,"No apta,Aptitud media",No apta
